"institution","id","type","DOI","publisher","container_type","container_title","container_volume","container_firstPage","container_identifier","container_identifierType","container_lastPage","publicationYear","language","ris","bibtex","citeproc","schemaOrg","resourceType","resourceTypeGeneral","version","URL","metadataVersion","schemaVersion","source","isActive","state","reason","viewCount","downloadCount","referenceCount","citationCount","partCount","partOfCount","versionCount","versionOfCount","created","registered","published","updated","data_id","data_type","container_issue","group","member","reference-count","title","created.date-parts2","created.date-parts3","created.date-time","created.timestamp","name","doi","url","container.title","publisher_plus"
"Minnesota",NA,NA,"10.3410/f.718877842.793499965","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718877842.793499965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Selective perturbation of the BAR domain of endophilin impairs synaptic vesicle endocytosis.","9","19","2014-09-19T09:04:46Z","1411117486000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718040325.793499967","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718040325.793499967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Dual role of BAR domain-containing proteins in regulating vesicle release catalyzed by the GTPase, dynamin-2.","9","19","2014-09-19T09:04:46Z","1411117486000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718877840.793499962","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718877840.793499962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Mechanism of endophilin N-BAR domain-mediated membrane curvature.","9","18","2014-09-18T13:19:52Z","1411046392000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718877843.793499968","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718877843.793499968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Real-time detection reveals that effectors couple dynamin's GTP-dependent conformational changes to the membrane.","9","18","2014-09-18T09:19:51Z","1411031991000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.13388956.793499970","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.13388956.793499970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Differential curvature sensing and generating activities of dynamin isoforms provide opportunities for tissue-specific regulation.","9","18","2014-09-18T08:54:51Z","1411030491000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718877844.793499969","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718877844.793499969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Membrane insertion of the pleckstrin homology domain variable loop 1 is critical for dynamin-catalyzed vesicle scission.","9","18","2014-09-18T09:29:44Z","1411032584000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718294065.793499958","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718294065.793499958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of BAR domain scaffolds in dynamin-mediated membrane fission.","9","18","2014-09-18T14:24:46Z","1411050286000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.1166911.793499971","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.1166911.793499971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Molecular mechanisms of membrane deformation by I-BAR domain proteins.","9","18","2014-09-18T09:14:44Z","1411031684000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718877841.793499964","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718877841.793499964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of A novel dynamin-associating molecule, formin-binding protein 17, induces tubular membrane invaginations and participates in endocytosis.","9","18","2014-09-18T13:19:52Z","1411046392000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718006052.793499989","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718006052.793499989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Fast neurotransmitter release regulated by the endocytic scaffold intersectin.","9","18","2014-09-18T10:09:47Z","1411034987000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718116583.793499972","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718116583.793499972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Membrane-sculpting BAR domains generate stable lipid microdomains.","9","18","2014-09-18T09:14:44Z","1411031684000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718877845.793499973","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718877845.793499973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Phosphatidylinositol 4,5-bisphosphate (PtdIns(4,5)P2) specifically induces membrane penetration and deformation by Bin/amphiphysin/Rvs (BAR) domains.","9","18","2014-09-18T08:29:45Z","1411028985000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718686225.793499959","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718686225.793499959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of The BAR domain superfamily: membrane-molding macromolecules.","9","18","2014-09-18T10:09:47Z","1411034987000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718877838.793499960","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718877838.793499960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of BAR domains and membrane curvature: bringing your curves to the BAR.","9","18","2014-09-18T13:19:52Z","1411046392000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718877836.793499955","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718877836.793499955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Intersectin-2L regulates caveola endocytosis secondary to Cdc42-mediated actin polymerization.","9","17","2014-09-17T18:54:38Z","1410980078000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718190270.793499954","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718190270.793499954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Cdc42 and the Rho GEF intersectin-1 collaborate with Nck to promote N-WASP-dependent actin polymerisation.","9","17","2014-09-17T18:54:38Z","1410980078000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.715898015.793499957","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.715898015.793499957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of A feedback loop between dynamin and actin recruitment during clathrin-mediated endocytosis.","9","17","2014-09-17T18:54:38Z","1410980078000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718877837.793499956","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718877837.793499956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of The mechanochemistry of endocytosis.","9","17","2014-09-17T18:54:38Z","1410980078000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718494087.793499702","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718494087.793499702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Cytosolic nucleotides block and regulate the Arabidopsis vacuolar anion channel AtALMT9.","9","15","2014-09-15T12:15:02Z","1410783302000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718482808.793499266","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718482808.793499266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of A DNA-dependent protease involved in DNA-protein crosslink repair.","9","3","2014-09-03T10:50:35Z","1409741435000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718552004.793499346","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718552004.793499346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Electrobrasion vs. manual dermabrasion: a randomized, double-blind, comparative effectiveness trial.","9","5","2014-09-05T11:10:30Z","1409915430000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718514806.793499392","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718514806.793499392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Timing and mechanism of the initial cue establishing handed left–right asymmetry in Caenorhabditis elegans embryos.","9","5","2014-09-05T15:55:32Z","1409932532000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718155697.793496601","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718155697.793496601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of The developmental pathway for CD103(+)CD8+ tissue-resident memory T cells of skin.","9","1","2014-09-01T14:45:46Z","1409582746000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718298502.793496600","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718298502.793496600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Immunosurveillance by antiangiogenesis: tumor growth arrest by T cell-derived thrombospondin-1.","9","1","2014-09-01T14:30:40Z","1409581840000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718544356.793499144","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718544356.793499144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Density dependence in forests is stronger in tropical and subtropical climates among closely related species.","8","29","2014-08-29T13:46:45Z","1409320005000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718300687.793498469","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718300687.793498469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Reverse-phase protein array profiling of oropharyngeal cancer and significance of PIK3CA mutations in HPV-associated head and neck cancer.","8","14","2014-08-14T13:43:34Z","1408023814000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718387056.793498137","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718387056.793498137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Cell competition is a tumour suppressor mechanism in the thymus.","8","7","2014-08-07T11:50:26Z","1407412226000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718391802.793497463","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718391802.793497463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Neutrophil granulocytes recruited upon translocation of intestinal bacteria enhance graft-versus-host disease via tissue damage.","7","21","2014-07-21T16:25:18Z","1405959918000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718453292.793496829","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718453292.793496829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Cardiac fibroblasts mediate IL-17A-driven inflammatory dilated cardiomyopathy.","7","9","2014-07-09T12:05:11Z","1404907511000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718425246.793496616","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718425246.793496616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Fine-grain modeling of species' response to climate change: holdouts, stepping-stones, and microrefugia.","6","30","2014-06-30T13:25:15Z","1404134715000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718433658.793496433","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718433658.793496433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of C. elegans Punctin specifies cholinergic versus GABAergic identity of postsynaptic domains.","6","20","2014-06-20T16:52:13Z","1403283133000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718396955.793495941","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718396955.793495941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Humidity sensation requires both mechanosensory and thermosensory pathways in Caenorhabditis elegans.","6","6","2014-06-06T09:41:46Z","1402047706000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.741104128.793590185","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2021",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.741104128.793590185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Novel reagent space: identifying unorderable but readily synthesizable building blocks.","12","14","2021-12-14T10:30:10Z","1639477810000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718235362.793494817","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718235362.793494817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of A single subset of dendritic cells controls the cytokine bias of natural killer T cell responses to diverse glycolipid antigens.","5","20","2014-05-20T09:36:59Z","1400578619000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718354348.793495200","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718354348.793495200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Structural basis of Sec-independent membrane protein insertion by YidC.","5","19","2014-05-19T10:46:58Z","1400496418000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718319183.793495201","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718319183.793495201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Structure of the mitochondrial translocator protein in complex with a diagnostic ligand.","5","19","2014-05-19T10:31:58Z","1400495518000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718247097.793495211","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718247097.793495211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Comparison of the prevalence of surgical site infection with use of sterile versus nonsterile gloves for resection and reconstruction during Mohs surgery.","5","21","2014-05-21T14:30:03Z","1400682603000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718355160.793495012","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718355160.793495012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Crystal structure of a claudin provides insight into the architecture of tight junctions.","5","15","2014-05-15T09:27:32Z","1400146052000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718348602.793494901","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718348602.793494901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of The RBBP6/ZBTB38/MCM10 axis regulates DNA replication and common fragile site stability.","5","14","2014-05-14T11:27:10Z","1400066830000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.9607956.793493596","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.9607956.793493596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of PDGFRalpha-positive cells in bone marrow are mobilized by high mobility group box 1 (HMGB1) to regenerate injured epithelia.","5","12","2014-05-12T15:27:06Z","1399908426000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718345165.793493593","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718345165.793493593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Gene expression signatures of mouse bone marrow-derived mesenchymal stem cells in the cutaneous environment and therapeutic implications for blistering skin disorder.","5","12","2014-05-12T15:27:06Z","1399908426000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718345175.793493610","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718345175.793493610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of HB-EGF induces COL7A1 expression in keratinocytes and fibroblasts: possible mechanism underlying allogeneic fibroblast therapy in recessive dystrophic epidermolysis Bullosa.","5","12","2014-05-12T15:27:06Z","1399908426000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718345173.793493608","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718345173.793493608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Injection of recombinant human type VII collagen corrects the disease phenotype in a murine model of dystrophic epidermolysis bullosa.","5","12","2014-05-12T15:27:06Z","1399908426000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718345172.793493607","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718345172.793493607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of The international dystrophic epidermolysis bullosa patient registry: an online database of dystrophic epidermolysis bullosa patients and their COL7A1 mutations.","5","12","2014-05-12T15:27:06Z","1399908426000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718254202.793494379","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718254202.793494379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of RNA design rules from a massive open laboratory.","5","12","2014-05-12T14:57:09Z","1399906629000","University of Minnesota",NA,NA,NA,NA
"Minnesota",NA,NA,"10.3410/f.718345170.793493603","Faculty Opinions Ltd",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"Dataset",NA,"http://dx.doi.org/10.3410/f.718345170.793493603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affiliation - CrossRef","4950","0","Faculty Opinions recommendation of Functional correction of type VII collagen expression in dystrophic epidermolysis bullosa.","5","12","2014-05-12T15:27:06Z","1399908426000","University of Minnesota",NA,NA,NA,NA
